Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes
GO_Molecular_Function_2021_fixed.gmt,JUN kinase binding (GO:0008432),1/7,0.041478946396291516,0.18299535174834494,38.273803119956966,121.80903065936134,GSTP1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,MHC class II protein binding (GO:0042289),1/6,0.03565895011871797,0.18299535174834494,45.23649078194533,150.80738223073521,CD74,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,MHC class II protein complex binding (GO:0023026),5/17,4.0572331136920775e-08,3.042924835269058e-06,77.26074074074074,1314.9916758459947,HLA-DRB1;HLA-DMB;HLA-DRA;HLA-DMA;CD74,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,MHC class II receptor activity (GO:0032395),7/10,2.5490168551838292e-14,3.823525282775744e-12,388.0534351145038,12146.260167784521,HLA-DRB1;HLA-DRA;HLA-DQA2;HLA-DQB1;HLA-DPA1;HLA-DQB2;HLA-DQA1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,MHC protein binding (GO:0042287),1/28,0.15600167560982378,0.3038993680710853,9.03051493960585,16.7776901326238,CD74,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,NAD binding (GO:0051287),1/28,0.15600167560982378,0.3038993680710853,9.03051493960585,16.7776901326238,ALDH2,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,RNA binding (GO:0003723),7/1406,0.7592555666556183,0.8444934958839316,0.8562627328735181,0.2358291789242935,ANXA2;SAMHD1;CSTB;LGALS1;ZNF385A;VIM;GRN,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),3/1149,0.9745473083083018,0.9810878942701026,0.4708073053114421,0.012138455157574347,KLF4;SPI1;CEBPD,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977),3/1359,0.9914311388000386,0.9914311388000386,0.390125349038867,0.0033573348660293654,KLF4;SPI1;CEBPD,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629),2/190,0.3183809692753689,0.49747026449276394,2.1966062795116352,2.514030377170217,KLF4;SPI1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,SH2 domain binding (GO:0042169),1/32,0.17623226996955588,0.3304355061929173,7.881118881118881,13.681247537952627,CCDC88A,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,SH3 domain binding (GO:0017124),2/62,0.053805574555815056,0.2012954974495036,6.918996541820526,20.21992466594027,PLSCR1;GPX1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,acetyl-CoA C-acyltransferase activity (GO:0003988),1/6,0.03565895011871797,0.18299535174834494,45.23649078194533,150.80738223073521,ACAA1,5,GO_MF,100
GO_Molecular_Function_2021_fixed.gmt,actin binding (GO:0003779),4/177,0.022022700652740396,0.17386342620584522,4.4268284987063256,16.891367649397022,PHACTR1;COTL1;CCDC88A;GSN,5,GO_MF,100
